pos_X,pos_Y,pos_Z,vel_X,vel_Y,vel_Z,acl_X,acl_Y,acl_Z,velocityroll_X,pitch_Y,yaw_Z,roll_X_rate,pitch_Y_rate,yaw_Z_rate,roll_X_acl,pitch_Y_acl,yaw_Z_acl,steerCmd,aclCmd,brakeCmd,clutchCmd,geraCmd
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
223.87,372.019,1.99202,-0.0293461,-0.00406037,-0.0935837,-15.591,2.66551,0.96577,0.098161,5.15932e-06,0.00924683,-0.000292685,-0.00333887,-0.03119,-0.00510557,1.7199,2.9049,9.96742,0,0,1,0,0
